epoch,step,train_loss,train_acc
1,1,2.330171585083008,0.125
1,2,2.7969186305999756,0.1328125
1,3,2.313310146331787,0.1875
1,4,2.3221187591552734,0.2109375
1,5,2.528420925140381,0.1875
1,6,2.4336392879486084,0.1875
1,7,2.085768699645996,0.25
1,8,2.044295310974121,0.2421875
1,9,2.0290639400482178,0.1953125
1,10,1.9275277853012085,0.25
1,11,1.899596929550171,0.21875
1,12,1.8802030086517334,0.3125
1,13,1.7587355375289917,0.421875
1,14,1.8789558410644531,0.296875
1,15,1.9529507160186768,0.2734375
1,16,1.8672126531600952,0.3125
1,17,1.8186585903167725,0.3203125
1,18,1.8027451038360596,0.296875
1,19,1.7435964345932007,0.3828125
1,20,1.757917046546936,0.3203125
1,21,1.7569246292114258,0.359375
1,22,1.814378261566162,0.328125
1,23,1.931002140045166,0.3046875
1,24,1.6209657192230225,0.3515625
1,25,1.74961256980896,0.328125
1,26,1.7281179428100586,0.359375
1,27,1.9907689094543457,0.2578125
1,28,1.6939831972122192,0.359375
1,29,1.7714076042175293,0.34375
1,30,1.8580241203308105,0.2890625
1,31,1.748130202293396,0.34375
1,32,1.594465970993042,0.4453125
1,33,1.814296007156372,0.28125
1,34,1.7914525270462036,0.3984375
1,35,1.7925574779510498,0.3125
1,36,1.6029373407363892,0.3671875
1,37,1.6507768630981445,0.390625
1,38,1.6487051248550415,0.390625
1,39,1.6277928352355957,0.390625
1,40,1.7078075408935547,0.34375
1,41,1.5887231826782227,0.375
1,42,1.7835290431976318,0.3515625
1,43,1.8020527362823486,0.359375
1,44,1.63088059425354,0.4375
1,45,1.654630422592163,0.4140625
1,46,1.69688081741333,0.359375
1,47,1.6102293729782104,0.375
1,48,1.5645897388458252,0.4296875
1,49,1.5300071239471436,0.453125
1,50,1.6367387771606445,0.4140625
1,51,1.8710761070251465,0.328125
1,52,1.8735170364379883,0.2890625
1,53,1.702958345413208,0.3203125
1,54,1.5666496753692627,0.4140625
1,55,1.5909647941589355,0.4140625
1,56,1.7032432556152344,0.375
1,57,1.6410517692565918,0.4375
1,58,1.5192649364471436,0.4765625
1,59,1.5724393129348755,0.40625
1,60,1.713526964187622,0.3359375
1,61,1.530480146408081,0.453125
1,62,1.494727611541748,0.46875
1,63,1.6141963005065918,0.4375
1,64,1.4539037942886353,0.4140625
1,65,1.5757157802581787,0.3671875
1,66,1.665816068649292,0.3828125
1,67,1.7045739889144897,0.34375
1,68,1.5645897388458252,0.453125
1,69,1.5063327550888062,0.3828125
1,70,1.5052518844604492,0.3984375
1,71,1.7177963256835938,0.3828125
1,72,1.6841322183609009,0.375
1,73,1.52099609375,0.3828125
1,74,1.4486875534057617,0.453125
1,75,1.5629525184631348,0.390625
1,76,1.6001478433609009,0.3984375
1,77,1.5621089935302734,0.4375
1,78,1.4625725746154785,0.484375
1,79,1.5614169836044312,0.4453125
1,80,1.6117936372756958,0.375
1,81,1.6812233924865723,0.34375
1,82,1.5120782852172852,0.4375
1,83,1.6397483348846436,0.359375
1,84,1.5157805681228638,0.3984375
1,85,1.336195707321167,0.546875
1,86,1.6173977851867676,0.390625
1,87,1.3288428783416748,0.5234375
1,88,1.464288592338562,0.453125
1,89,1.5978577136993408,0.3828125
1,90,1.638299584388733,0.375
1,91,1.541633129119873,0.3984375
1,92,1.5178234577178955,0.46875
1,93,1.3957254886627197,0.5078125
1,94,1.5965118408203125,0.4140625
1,95,1.46799635887146,0.5
1,96,1.4709933996200562,0.46875
1,97,1.6153959035873413,0.40625
1,98,1.4703909158706665,0.421875
1,99,1.3864980936050415,0.4921875
1,100,1.414259672164917,0.484375
1,101,1.5412081480026245,0.4453125
1,102,1.4022502899169922,0.4609375
1,103,1.5331230163574219,0.390625
1,104,1.4243319034576416,0.421875
1,105,1.6826605796813965,0.3515625
1,106,1.3749644756317139,0.515625
1,107,1.4509440660476685,0.453125
1,108,1.5728100538253784,0.4296875
1,109,1.4787620306015015,0.4609375
1,110,1.4808095693588257,0.390625
1,111,1.3536250591278076,0.46875
1,112,1.299134612083435,0.546875
1,113,1.49247407913208,0.453125
1,114,1.5207183361053467,0.421875
1,115,1.473880648612976,0.515625
1,116,1.3057938814163208,0.5390625
1,117,1.5549073219299316,0.453125
1,118,1.4831242561340332,0.453125
1,119,1.4828155040740967,0.4375
1,120,1.4772175550460815,0.4609375
1,121,1.3548502922058105,0.515625
1,122,1.3945002555847168,0.4765625
1,123,1.4769368171691895,0.484375
1,124,1.5139837265014648,0.4609375
1,125,1.5145952701568604,0.3984375
1,126,1.445170283317566,0.421875
1,127,1.4832607507705688,0.484375
1,128,1.439817190170288,0.5
1,129,1.523164987564087,0.46875
1,130,1.570535659790039,0.453125
1,131,1.4293333292007446,0.4765625
1,132,1.3882790803909302,0.4765625
1,133,1.3392776250839233,0.5703125
1,134,1.2003917694091797,0.609375
1,135,1.4139536619186401,0.4609375
1,136,1.2682125568389893,0.5
1,137,1.3124390840530396,0.4765625
1,138,1.4790444374084473,0.4765625
1,139,1.3289748430252075,0.4921875
1,140,1.2788949012756348,0.5078125
1,141,1.2929093837738037,0.546875
1,142,1.412773609161377,0.53125
1,143,1.3074963092803955,0.5
1,144,1.4853132963180542,0.4375
1,145,1.4514708518981934,0.5078125
1,146,1.4085991382598877,0.484375
1,147,1.2348334789276123,0.5703125
1,148,1.3884785175323486,0.53125
1,149,1.3133546113967896,0.5234375
1,150,1.3777709007263184,0.515625
1,151,1.2228747606277466,0.5625
1,152,1.2928532361984253,0.53125
1,153,1.351584792137146,0.5078125
1,154,1.328274130821228,0.515625
1,155,1.269967794418335,0.515625
1,156,1.4232268333435059,0.4765625
1,157,1.3839750289916992,0.515625
1,158,1.3220179080963135,0.53125
1,159,1.562274694442749,0.4609375
1,160,1.4055328369140625,0.46875
1,161,1.3890501260757446,0.5234375
1,162,1.404604434967041,0.4921875
1,163,1.3075299263000488,0.546875
1,164,1.2820429801940918,0.5390625
1,165,1.2868125438690186,0.53125
1,166,1.616166591644287,0.421875
1,167,1.2375712394714355,0.6015625
1,168,1.3310484886169434,0.5078125
1,169,1.288437008857727,0.5546875
1,170,1.298957109451294,0.5546875
1,171,1.320530891418457,0.53125
1,172,1.3711341619491577,0.5234375
1,173,1.2303186655044556,0.546875
1,174,1.410037875175476,0.4609375
1,175,1.3318686485290527,0.515625
1,176,1.2643439769744873,0.515625
1,177,1.2103897333145142,0.4921875
1,178,1.4109535217285156,0.53125
1,179,1.499099612236023,0.5
1,180,1.4388244152069092,0.515625
1,181,1.2654938697814941,0.53125
1,182,1.3606096506118774,0.4765625
1,183,1.213146448135376,0.5703125
1,184,1.3427109718322754,0.46875
1,185,1.1465665102005005,0.578125
1,186,1.2351088523864746,0.5390625
1,187,1.207113265991211,0.5859375
1,188,1.2451454401016235,0.546875
1,189,1.3124055862426758,0.546875
1,190,1.3254749774932861,0.5
1,191,1.362654447555542,0.546875
1,192,1.3467726707458496,0.4921875
1,193,1.358137607574463,0.5390625
1,194,1.3003544807434082,0.515625
1,195,1.2328234910964966,0.5703125
1,196,1.2271358966827393,0.53125
1,197,1.355241060256958,0.484375
1,198,1.371825933456421,0.5078125
1,199,1.240235447883606,0.5078125
1,200,1.3150204420089722,0.5546875
1,201,1.1835906505584717,0.5859375
1,202,1.1863679885864258,0.5859375
1,203,1.109838843345642,0.6171875
1,204,1.1535072326660156,0.5859375
1,205,1.3185360431671143,0.5
1,206,1.2742125988006592,0.578125
1,207,1.1572257280349731,0.578125
1,208,1.276658058166504,0.5546875
1,209,1.2101324796676636,0.5625
1,210,1.2750606536865234,0.5625
1,211,1.2379536628723145,0.5546875
1,212,1.1309045553207397,0.515625
1,213,1.152108907699585,0.5625
1,214,1.30985426902771,0.5546875
1,215,1.1691391468048096,0.5859375
1,216,1.1921675205230713,0.578125
1,217,1.3859734535217285,0.546875
1,218,1.1673309803009033,0.5859375
1,219,1.2932214736938477,0.5078125
1,220,1.028605580329895,0.65625
1,221,1.2343109846115112,0.5625
1,222,1.2368627786636353,0.53125
1,223,1.2007814645767212,0.5625
1,224,1.2512379884719849,0.5234375
1,225,1.0878970623016357,0.625
1,226,1.2206125259399414,0.5234375
1,227,1.3220875263214111,0.5078125
1,228,1.1184110641479492,0.6015625
1,229,1.398027777671814,0.5078125
1,230,1.2879397869110107,0.5234375
1,231,1.2364060878753662,0.546875
1,232,1.1513407230377197,0.515625
1,233,1.292694091796875,0.5546875
1,234,1.1581891775131226,0.5859375
1,235,1.336183786392212,0.515625
1,236,1.3393839597702026,0.5234375
1,237,1.1419726610183716,0.5703125
1,238,1.1306276321411133,0.578125
1,239,1.1905230283737183,0.5546875
1,240,1.2525171041488647,0.5390625
1,241,1.1896815299987793,0.59375
1,242,1.0238609313964844,0.59375
1,243,1.1676011085510254,0.5859375
1,244,1.1222138404846191,0.609375
1,245,1.1348158121109009,0.6015625
1,246,1.145324945449829,0.546875
1,247,1.1305184364318848,0.6328125
1,248,1.165900707244873,0.578125
1,249,1.231963872909546,0.515625
1,250,1.2185919284820557,0.515625
1,251,1.2116957902908325,0.5390625
1,252,1.2385432720184326,0.546875
1,253,1.125648021697998,0.609375
1,254,1.0986347198486328,0.6171875
1,255,0.9480876922607422,0.6640625
1,256,1.2350811958312988,0.5546875
1,257,1.2598862648010254,0.546875
1,258,1.2909214496612549,0.5078125
1,259,1.0259957313537598,0.609375
1,260,1.351067304611206,0.484375
1,261,1.2127341032028198,0.5859375
1,262,1.2328824996948242,0.53125
1,263,1.092708945274353,0.609375
