epoch,step,train_loss,train_acc
1,1,2.3146891593933105,0.109375
1,2,2.2980875968933105,0.109375
1,3,2.2566404342651367,0.1796875
1,4,2.2644152641296387,0.1484375
1,5,2.256138324737549,0.15625
1,6,2.2415425777435303,0.1796875
1,7,2.180429458618164,0.296875
1,8,2.201629877090454,0.234375
1,9,2.1770501136779785,0.2578125
1,10,2.230912923812866,0.21875
1,11,2.160327434539795,0.2734375
1,12,2.1884236335754395,0.2109375
1,13,2.10512113571167,0.28125
1,14,2.1380648612976074,0.1953125
1,15,2.1192452907562256,0.21875
1,16,2.1157426834106445,0.2421875
1,17,2.0619540214538574,0.2421875
1,18,2.116328716278076,0.296875
1,19,2.0718064308166504,0.265625
1,20,2.0569939613342285,0.25
1,21,2.0807299613952637,0.28125
1,22,2.04935359954834,0.3125
1,23,2.0929174423217773,0.2109375
1,24,2.05977201461792,0.1875
1,25,2.0035629272460938,0.28125
1,26,1.9999971389770508,0.3046875
1,27,2.0026144981384277,0.296875
1,28,2.0021378993988037,0.25
1,29,2.0328211784362793,0.265625
1,30,2.0310118198394775,0.2734375
1,31,2.081050395965576,0.25
1,32,2.0394632816314697,0.3046875
1,33,2.0010440349578857,0.3046875
1,34,1.9790053367614746,0.3515625
1,35,1.9763132333755493,0.2890625
1,36,1.9541761875152588,0.25
1,37,1.9939627647399902,0.234375
1,38,1.9350639581680298,0.3671875
1,39,1.9650802612304688,0.3046875
1,40,1.9565726518630981,0.28125
1,41,1.961035132408142,0.2421875
1,42,2.013421058654785,0.2578125
1,43,1.9999122619628906,0.265625
1,44,1.9404685497283936,0.3984375
1,45,2.0099422931671143,0.296875
1,46,1.9602818489074707,0.3203125
1,47,1.8931097984313965,0.2734375
1,48,1.9088884592056274,0.2734375
1,49,1.9325295686721802,0.2890625
1,50,1.8790870904922485,0.328125
1,51,2.035658359527588,0.265625
1,52,1.9969127178192139,0.328125
1,53,1.9303057193756104,0.3125
1,54,1.8921942710876465,0.28125
1,55,1.8796321153640747,0.34375
1,56,1.8770990371704102,0.328125
1,57,1.8864200115203857,0.3671875
1,58,1.8545684814453125,0.296875
1,59,1.8417975902557373,0.328125
1,60,1.967069387435913,0.296875
1,61,1.8472706079483032,0.375
1,62,1.8786170482635498,0.2734375
1,63,1.86875581741333,0.3203125
1,64,1.828702449798584,0.3125
1,65,1.862998366355896,0.3515625
1,66,1.9412287473678589,0.34375
1,67,1.946047067642212,0.296875
1,68,1.9703223705291748,0.3125
1,69,1.843996524810791,0.28125
1,70,1.9140772819519043,0.296875
1,71,1.8841099739074707,0.34375
1,72,2.022189140319824,0.25
1,73,1.8450915813446045,0.3828125
1,74,1.8696467876434326,0.3046875
1,75,1.9017317295074463,0.2734375
1,76,1.9200042486190796,0.328125
1,77,1.9244014024734497,0.3671875
1,78,1.7830924987792969,0.3515625
1,79,1.8691751956939697,0.3046875
1,80,1.9004466533660889,0.296875
1,81,1.8696062564849854,0.3359375
1,82,1.7981112003326416,0.2890625
1,83,1.8705037832260132,0.28125
1,84,1.9134430885314941,0.3125
1,85,1.792710304260254,0.3828125
1,86,1.8888623714447021,0.2890625
1,87,1.825082778930664,0.3125
1,88,1.8098732233047485,0.3125
1,89,1.859982967376709,0.3125
1,90,1.8398828506469727,0.2734375
1,91,1.824119210243225,0.34375
1,92,1.8122172355651855,0.3203125
1,93,1.8364644050598145,0.2265625
1,94,1.9522595405578613,0.3046875
1,95,1.8979791402816772,0.3359375
1,96,1.8175849914550781,0.3828125
1,97,1.935276985168457,0.2734375
1,98,1.844959020614624,0.3359375
1,99,1.8715506792068481,0.3046875
1,100,1.8894747495651245,0.328125
1,101,1.9259134531021118,0.2265625
1,102,1.7373261451721191,0.3671875
1,103,1.845625400543213,0.3203125
1,104,1.8406685590744019,0.3515625
1,105,1.9629422426223755,0.2890625
1,106,1.8779023885726929,0.28125
