epoch,step,train_loss,train_acc
1,1,2.4008829593658447,0.09375
1,2,2.509397506713867,0.15625
1,3,3.0072884559631348,0.125
1,4,2.7149240970611572,0.125
1,5,2.6270008087158203,0.15625
1,6,2.3599867820739746,0.21875
1,7,2.176445484161377,0.28125
1,8,2.2604150772094727,0.21875
1,9,2.452609062194824,0.21875
1,10,2.744715690612793,0.03125
